,Product Brand,Product Name,Current Price,Old Price,Rating,Product URL
231, Totes,Titan® Auto Open Close Umbrella with NeverWet® , EUR 34.91,None,4.3924,https://www.macys.com/shop/product/totes-titan-auto-open-close-umbrella-with-neverwet?ID=2908203
232, Scala,Quilted Big Brim Rain Hat, EUR 68.81,None,5,https://www.macys.com/shop/product/scala-quilted-big-brim-rain-hat?ID=7986528
233, Frye,35mm Jeans Belt with Wide Loop, EUR 41.89,None,5,https://www.macys.com/shop/product/frye-35mm-jeans-belt-with-wide-loop?ID=17390829
234, Balenciaga,"Women's Sunglasses, BB0260S",Now  EUR 342.07  -,EUR 488.67,2,https://www.macys.com/shop/product/balenciaga-womens-sunglasses-bb0260s?ID=19499225
235, kate spade new york,Women's Embellished Beret Hat, EUR 87.76,None,None,https://www.macys.com/shop/product/kate-spade-new-york-womens-embellished-beret-hat?ID=19767722
236, Sam Edelman,Wide Width Double-E Loop Leather Belt , EUR 74.80,None,None,https://www.macys.com/shop/product/sam-edelman-wide-width-double-e-loop-leather-belt?ID=19036213
237, kate spade new york,Women's Solid Crochet Crushable Cloche, EUR 87.76,None,None,https://www.macys.com/shop/product/kate-spade-new-york-womens-solid-crochet-crushable-cloche?ID=16564637
238, kate spade new york,Women's Holiday Rooftops Oblong, EUR 97.73,None,None,https://www.macys.com/shop/product/kate-spade-new-york-womens-holiday-rooftops-oblong?ID=17900519
239, I.N.C. International Concepts,"Women's Snake-Embossed Faux-Leather Belt, Created for Macy's",Now  EUR 12.70,EUR 42.38,5,https://www.macys.com/shop/product/i.n.c.-international-concepts-womens-snake-embossed-faux-leather-belt-created-for-macys?ID=18836812
240, kate spade new york,Women's Spotted Haircalf Bow Belt , EUR 67.82,None,5,https://www.macys.com/shop/product/kate-spade-new-york-womens-spotted-haircalf-bow-belt?ID=16429892
241, kate spade new york,Women's Sam Wool Baseball Cap, EUR 77.79,None,None,https://www.macys.com/shop/product/kate-spade-new-york-womens-sam-wool-baseball-cap?ID=17826650
242, Brahmin,Snowflake Melbourne Leather Tassel, EUR 94.74,None,5,https://www.macys.com/shop/product/brahmin-snowflake-melbourne-leather-tassel?ID=20094331
243, Frye,Diamond-Embossed Leather Belt, EUR 57.84,None,None,https://www.macys.com/shop/product/frye-diamond-embossed-leather-belt?ID=12665510
244, Angela & William,Wool Blend Earflap Cap with Sherpa Lining, EUR 41.89,None,4.5385,https://www.macys.com/shop/product/angela-william-wool-blend-earflap-cap-with-sherpa-lining?ID=10476078
245, Ralph Lauren,"Women's Sunglasses, The Ricky II",Sale  EUR 188.29,EUR 235.36,None,https://www.macys.com/shop/product/ralph-lauren-womens-sunglasses-the-ricky-ii?ID=16371528
246, Tiffany & Co.,TF2175 Women's Square Eyeglasses, EUR 309.16,None,None,https://www.macys.com/shop/product/tiffany-co.-tf2175-womens-square-eyeglasses?ID=14411881
247, Style & Co,"Window Plaid Soft Topper, Created for Macy's",Sale  EUR 17.35,EUR 57.84,3,https://www.macys.com/shop/product/style-co-window-plaid-soft-topper-created-for-macys?ID=18678129
248, kate spade new york,Women's Embellished Beanie, EUR 97.73,None,5,https://www.macys.com/shop/product/kate-spade-new-york-womens-embellished-beanie?ID=16424596
249, KARL LAGERFELD PARIS,Women's St Tropez Karl Wrap, EUR 57.84,None,None,https://www.macys.com/shop/product/karl-lagerfeld-paris-womens-st-tropez-karl-wrap?ID=17625683
250, Sam Edelman,Women's Skinny Woven Embellished Belt, EUR 59.84,None,5,https://www.macys.com/shop/product/sam-edelman-womens-skinny-woven-embellished-belt?ID=17563891
251, Epoch Hats Company,Herringbone Wool Blend Glove, EUR 39.89,None,None,https://www.macys.com/shop/product/epoch-hats-company-herringbone-wool-blend-glove?ID=10476077
252, FRAAS,Women's Striped Fringe-Trim Scarf,Sale  EUR 28.92,EUR 57.84,None,https://www.macys.com/shop/product/fraas-womens-striped-fringe-trim-scarf?ID=18665821
253, kate spade new york,Women's 19mm Bow Belt, EUR 57.84,None,None,https://www.macys.com/shop/product/kate-spade-new-york-womens-19mm-bow-belt?ID=17851077
254, Giani Bernini,Women's Open Inset Band Straw Cloche Hat,Now  EUR 19.28,EUR 48.37,4.037,https://www.macys.com/shop/product/giani-bernini-womens-open-inset-band-straw-cloche-hat?ID=15342426
255, Totes,Women's Water-Repellent Pack-able Rain Poncho, EUR 47.87,None,3.7568,https://www.macys.com/shop/product/totes-womens-water-repellent-pack-able-rain-poncho?ID=5887237
256, Heat Holders,Women's Marseille Ribbed Roll-Up Pom-Pom Hat, EUR 19.94,None,3.4,https://www.macys.com/shop/product/heat-holders-womens-marseille-ribbed-roll-up-pom-pom-hat?ID=16758217
257, Frye,15mm Flat Strap with Tooling, EUR 47.87,None,2,https://www.macys.com/shop/product/frye-15mm-flat-strap-with-tooling?ID=17390848
258, FRAAS,Women's Houndstooth Fringe-Trim Scarf,Sale  EUR 28.92,EUR 57.84,None,https://www.macys.com/shop/product/fraas-womens-houndstooth-fringe-trim-scarf?ID=18665827
259, Swarovski,NEW! Women's Sunglasses SK7003, EUR 265.28,None,5,https://www.macys.com/shop/product/swarovski-womens-sunglasses-sk7003?ID=19499997
260, Balenciaga,"Women's Sunglasses, BB0256S",Sale  EUR 319.13,EUR 638.26,None,https://www.macys.com/shop/product/balenciaga-womens-sunglasses-bb0256s?ID=19501836
261, Epoch Hats Company,Cowboy Hat with Trim Band and Studs, EUR 65.82,None,4.2308,https://www.macys.com/shop/product/epoch-hats-company-cowboy-hat-with-trim-band-studs?ID=9481297
262, Frye and Co.,Fair Isle Gloves, EUR 57.84,None,None,https://www.macys.com/shop/product/frye-co.-fair-isle-gloves?ID=20227690
263, Sunday Afternoons,Charter Escape Hat, EUR 82.77,None,4.8235,https://www.macys.com/shop/product/sunday-afternoons-charter-escape-hat?ID=10234824
264, Dolce&Gabbana,"Women's Sunglasses, DG4414",Now  EUR 253.41,EUR 362.02,None,https://www.macys.com/shop/product/dolce-gabbana-womens-sunglasses-dg4414?ID=15178365
265, kate spade new york,Velvet Bow Arm Warmers, EUR 87.76,None,None,https://www.macys.com/shop/product/kate-spade-new-york-velvet-bow-arm-warmers?ID=18867541
266, adidas,Performance Soccer Hat, EUR 27.92,None,4.8,https://www.macys.com/shop/product/adidas-performance-soccer-hat?ID=18635342
267, kate spade new york,Women's 19mm Bow Belt, EUR 57.84,None,1,https://www.macys.com/shop/product/kate-spade-new-york-womens-19mm-bow-belt?ID=18174828
268, Frye and Co.,Ruana, EUR 97.73,None,None,https://www.macys.com/shop/product/frye-co.-ruana?ID=20227685
269, Betsey Johnson,Metal Bow Clutch, EUR 97.73,None,3,https://www.macys.com/shop/product/betsey-johnson-metal-bow-clutch?ID=20299460
270, kate spade new york,NEW! Women's Metallic Beani Hat, EUR 57.84,None,None,https://www.macys.com/shop/product/kate-spade-new-york-womens-metallic-beani-hat?ID=19767731
271, Lucky Brand,Clover Patch Trucker Hat, EUR 34.41,None,3,https://www.macys.com/shop/product/lucky-brand-clover-patch-trucker-hat?ID=15857577
272, kate spade new york,Women's Velvet Bow Cable Knit Beanie, EUR 87.76,None,None,https://www.macys.com/shop/product/kate-spade-new-york-womens-velvet-bow-cable-knit-beanie?ID=18867527
273, KARL LAGERFELD PARIS,Women's Postage Stamp Wrap, EUR 57.84,None,None,https://www.macys.com/shop/product/karl-lagerfeld-paris-womens-postage-stamp-wrap?ID=17625685
274, Vogue Eyewear,"Women's Polarized Sunglasses, VO5457S", EUR 105.71,None,5,https://www.macys.com/shop/product/vogue-eyewear-womens-polarized-sunglasses-vo5457s?ID=16444255
275, Frye and Co.,Fair Isle Scarf, EUR 77.79,None,None,https://www.macys.com/shop/product/frye-co.-fair-isle-scarf?ID=20227687
276, Lucky Brand,Women's Vintage Embroidered Baseball Cap, EUR 34.41,None,None,https://www.macys.com/shop/product/lucky-brand-womens-vintage-embroidered-baseball-cap?ID=17988976
277, kate spade new york,Women's 19mm Bow Belt, EUR 57.84,None,5,https://www.macys.com/shop/product/kate-spade-new-york-womens-19mm-bow-belt?ID=19438033
278, kate spade new york,NEW! Women's Metallic Beanie Hat, EUR 57.84,None,None,https://www.macys.com/shop/product/kate-spade-new-york-womens-metallic-beanie-hat?ID=19767730
279, Lucky Brand,Vintage-Like Lucky Brand Trucker Hat, EUR 34.41,None,None,https://www.macys.com/shop/product/lucky-brand-vintage-like-lucky-brand-trucker-hat?ID=15857575
280, Sweet Peas,Toddler Girls Knot Turban, EUR 24.93,None,None,https://www.macys.com/shop/product/sweet-peas-toddler-girls-knot-turban?ID=10210101
281, 2028,Silver-Tone Crystal Small Barrette, EUR 47.87,None,None,https://www.macys.com/shop/product/2028-silver-tone-crystal-small-barrette?ID=6813604
282, kate spade new york,Women's KS Mini Golf Silk Square Scarf, EUR 87.76,None,5,https://www.macys.com/shop/product/kate-spade-new-york-womens-ks-mini-golf-silk-square-scarf?ID=17570271
283, kate spade new york,Women's Crossing Silk Square Scarf, EUR 87.76,None,None,https://www.macys.com/shop/product/kate-spade-new-york-womens-crossing-silk-square-scarf?ID=19216512
284, I.N.C. International Concepts,"Acrylic Sparkle Mini Crossbody Clutch, Created for Macy's ", EUR 99.23,None,None,https://www.macys.com/shop/product/i.n.c.-international-concepts-acrylic-sparkle-mini-crossbody-clutch-created-for-macys?ID=18755581
285, Frye,45mm Smooth Panel with Floral Buckle, EUR 47.87,None,None,https://www.macys.com/shop/product/frye-45mm-smooth-panel-with-floral-buckle?ID=17390830
286, Sunday Afternoons,Cayman Hat, EUR 48.87,None,4.4792,https://www.macys.com/shop/product/sunday-afternoons-cayman-hat?ID=10274451
287, Cole Haan,Women's Woven Plaid Scarf,Now  EUR 65.82,EUR 87.76,None,https://www.macys.com/shop/product/cole-haan-womens-woven-plaid-scarf?ID=18635969
288, Lucky Brand,Women's Print Trucker Cap, EUR 36.40,None,None,https://www.macys.com/shop/product/lucky-brand-womens-print-trucker-cap?ID=17988977
289, Sunday Afternoons,Sun Haven Hat, EUR 57.34,None,4.3333,https://www.macys.com/shop/product/sunday-afternoons-sun-haven-hat?ID=10042161
290, kate spade new york,NEW! Women's Metallic Beanie Hat, EUR 57.84,None,None,https://www.macys.com/shop/product/kate-spade-new-york-womens-metallic-beanie-hat?ID=19767732
291, Ray-Ban,RX5268 Unisex Rectangle Eyeglasses, EUR 165.55,None,3.7273,https://www.macys.com/shop/product/ray-ban-rx5268-unisex-rectangle-eyeglasses?ID=12160028
292, Sunday Afternoons,Aero Visor, EUR 45.88,None,4.7612,https://www.macys.com/shop/product/sunday-afternoons-aero-visor?ID=10274477
293, Tiffany & Co.,TF2160B Women's Square Eyeglasses, EUR 425.84,None,4.52,https://www.macys.com/shop/product/tiffany-co.-tf2160b-womens-square-eyeglasses?ID=14411879
294, Simply Natural,Women's Alpaca-Wool Double Face Reversible Scarf, EUR 119.66,None,5,https://www.macys.com/shop/product/simply-natural-womens-alpaca-wool-double-face-reversible-scarf?ID=10015472
295, Balenciaga,"Women's Sunglasses, BB0260S",Now  EUR 342.07,EUR 488.67,2.6667,https://www.macys.com/shop/product/balenciaga-womens-sunglasses-bb0260s?ID=16444266
296, Sunday Afternoons,Luna Hat, EUR 54.35,None,4.9062,https://www.macys.com/shop/product/sunday-afternoons-luna-hat?ID=10042144
297, Versace,"Women's Sunglasses, VE4405 ", EUR 304.17,None,5,https://www.macys.com/shop/product/versace-womens-sunglasses-ve4405?ID=14071419
298, 2028,Silver-Tone Black Stones Oval Barrette, EUR 44.88,None,None,https://www.macys.com/shop/product/2028-silver-tone-black-stones-oval-barrette?ID=9350977
299, Simply Natural,Women's Alpaca Triangle Shawl with Fringe, EUR 164.54,None,4.5,https://www.macys.com/shop/product/simply-natural-womens-alpaca-triangle-shawl-with-fringe?ID=10480719
300, Holiday Lane,"Santa Hat Highland Cow Pin, Created for Macy's",Now  EUR 8.81,EUR 29.42,4.5556,https://www.macys.com/shop/product/holiday-lane-santa-hat-highland-cow-pin-created-for-macys?ID=18288049
301, 2028,Silver-Tone Crystal Filigree Bar Barrette, EUR 33.91,None,1,https://www.macys.com/shop/product/2028-silver-tone-crystal-filigree-bar-barrette?ID=6813606
302, Simply Natural,Women's Shawl Collar Doris Alpaca Cape, EUR 269.26,None,4,https://www.macys.com/shop/product/simply-natural-womens-shawl-collar-doris-alpaca-cape?ID=10480717
303, Ray-Ban,"Unisex Polarized Disney Sunglasses, New Wayfarer The Little Mermaid RB2132", EUR 272.26,None,5,https://www.macys.com/shop/product/ray-ban-unisex-polarized-disney-sunglasses-new-wayfarer-the-little-mermaid-rb2132?ID=16441593
304, Balenciaga,"Unisex Sunglasses, BB0251S",Sale  EUR 546.51,EUR 683.14,None,https://www.macys.com/shop/product/balenciaga-unisex-sunglasses-bb0251s?ID=16444262
305, Sweet Peas,Toddler Girls Bow Turban, EUR 24.93,None,5,https://www.macys.com/shop/product/sweet-peas-toddler-girls-bow-turban?ID=10210110
306, Ray-Ban,"Unisex Sunglasses, New Clubmaster RB4416 ", EUR 179.51,None,4.25,https://www.macys.com/shop/product/ray-ban-unisex-sunglasses-new-clubmaster-rb4416?ID=14656064
307, Giani Bernini,Women's Signature Logo Square Scarf,Sale  EUR 19.20,EUR 38.40,3.6923,https://www.macys.com/shop/product/giani-bernini-womens-signature-logo-square-scarf?ID=13618814
308, Heat Holders,Paris Purl Stitch Pom-Pom Hat, EUR 19.94,None,4.3333,https://www.macys.com/shop/product/heat-holders-paris-purl-stitch-pom-pom-hat?ID=16758218
309, Nina,Crystal Chain Slim Envelope Clutch, EUR 97.73,None,None,https://www.macys.com/shop/product/nina-crystal-chain-slim-envelope-clutch?ID=19134618
310, Ray-Ban,NEW CLUBMASTER RB4416 , EUR 194.47,None,None,https://www.macys.com/shop/product/ray-ban-new-clubmaster-rb4416?ID=18240916
311, kate spade new york,Women's Taxi Checkboard Mittens, EUR 57.84,None,None,https://www.macys.com/shop/product/kate-spade-new-york-womens-taxi-checkboard-mittens?ID=18867539
312, kate spade new york,Women's Classic Leopard Quilted Bucket Hat, EUR 87.76,None,None,https://www.macys.com/shop/product/kate-spade-new-york-womens-classic-leopard-quilted-bucket-hat?ID=19767728
313, Puma,Men's Six Panel Performance Logo Cap, EUR 24.93,None,2.75,https://www.macys.com/shop/product/puma-mens-six-panel-performance-logo-cap?ID=15406674
314, Balenciaga,"Women's Sunglasses, BB0258S",Sale  EUR 244.34,EUR 488.67,None,https://www.macys.com/shop/product/balenciaga-womens-sunglasses-bb0258s?ID=19499638
315, kate spade new york,Women's Brushstroke Hearts Oblong Scarf, EUR 97.73,None,None,https://www.macys.com/shop/product/kate-spade-new-york-womens-brushstroke-hearts-oblong-scarf?ID=16702053
316, Totes,Water Repellent Auto Open Close Sunguard Umbrella, EUR 31.91,None,3.8462,https://www.macys.com/shop/product/totes-water-repellent-auto-open-close-sunguard-umbrella?ID=2908189
317, 2028,Silver-Tone Hair Barrette with Scroll Design, EUR 33.91,None,3,https://www.macys.com/shop/product/2028-silver-tone-hair-barrette-with-scroll-design?ID=6813601
318, Peter Grimm,Coralia Wide Brim Sun Hat, EUR 39.89,None,5,https://www.macys.com/shop/product/peter-grimm-coralia-wide-brim-sun-hat?ID=19422398
319, Sunday Afternoons,Wool Felt Vivian Hat, EUR 91.75,None,4.9167,https://www.macys.com/shop/product/sunday-afternoons-wool-felt-vivian-hat?ID=10042198
320, Epoch Hats Company,Angela & William Braid Natural Straw Women's Boater Hat, EUR 59.84,None,3.6,https://www.macys.com/shop/product/angela-william-braid-natural-straw-womens-boater-hat?ID=9481304
321, Sunday Afternoons,Kauai Hat, EUR 57.34,None,4.6333,https://www.macys.com/shop/product/sunday-afternoons-kauai-hat?ID=10042147
322, Frye and Co.,Cable Scarf, EUR 77.79,None,None,https://www.macys.com/shop/product/frye-co.-cable-scarf?ID=20227694
323, adidas,Women's Embroidered Logo Mesh Trucker Hat, EUR 23.93,None,4.7419,https://www.macys.com/shop/product/adidas-womens-embroidered-logo-mesh-trucker-hat?ID=14625323
324, Sweet Peas,Baby Girls Knot Turban, EUR 24.93,None,None,https://www.macys.com/shop/product/sweet-peas-baby-girls-knot-turban?ID=10210170
325, Holiday Lane,"Boston Terrier Hat Pin, Created for Macy's",Now  EUR 8.81,EUR 29.42,5,https://www.macys.com/shop/product/holiday-lane-boston-terrier-hat-pin-created-for-macys?ID=18288057
326, Marmot,Women's Snoasis Ribbed-Cuff Pom Pom Beanie, EUR 29.92,None,4.6667,https://www.macys.com/shop/product/marmot-womens-snoasis-ribbed-cuff-pom-pom-beanie?ID=16770739
327, Sunday Afternoons,Athena Hat, EUR 63.33,None,4.5714,https://www.macys.com/shop/product/sunday-afternoons-athena-hat?ID=19286130
328, Sunday Afternoons,Lanai Hat, EUR 54.35,None,4.84,https://www.macys.com/shop/product/sunday-afternoons-lanai-hat?ID=10042126
329, Ray-Ban,"New Clubmaster Polarized Sunglasses, RB4416", EUR 264.28,None,5,https://www.macys.com/shop/product/new-clubmaster-polarized-sunglasses-rb4416?ID=15925936
330, TSD BRAND,Turtle Ridge Zip Top Toiletry Bag, EUR 39.89,None,None,https://www.macys.com/shop/product/tsd-brand-turtle-ridge-zip-top-toiletry-bag?ID=20388206
331, lonna & lilly,4-Pc. Gold-Tone Pavé Star & Bead Bobby Pin Set, EUR 24.93,None,None,https://www.macys.com/shop/product/lonna-lilly-4-pc.-gold-tone-pave-star-bead-bobby-pin-set?ID=19097006
332, 2028,Silver-Tone Barrette with Leaf Motifs, EUR 33.91,None,None,https://www.macys.com/shop/product/2028-silver-tone-barrette-with-leaf-motifs?ID=6813594
333, Kipling,Freedom Pencil Case, EUR 28.92,None,4.2,https://www.macys.com/shop/product/kipling-freedom-pencil-case?ID=16988620
334, Marmot,Women's Fuzzy Gloves , EUR 44.88,None,None,https://www.macys.com/shop/product/marmot-womens-fuzzy-gloves?ID=19567358
335, lonna & lilly,2-Pc. Gold-Tone Crystal & Gypsum Flower Bobby Pin Set , EUR 24.93,None,None,https://www.macys.com/shop/product/lonna-lilly-2-pc.-gold-tone-crystal-gypsum-flower-bobby-pin-set?ID=19105296
336, PRADA,"Low Bridge Square Women's Sunglasses, PR 22ZSF", EUR 425.84,None,None,https://www.macys.com/shop/product/prada-low-bridge-square-womens-sunglasses-pr-22zsf?ID=16444249
337, Balenciaga,"Unisex Sunglasses, BB0253S",Now  EUR 408.39,EUR 583.41,None,https://www.macys.com/shop/product/balenciaga-unisex-sunglasses-bb0253s?ID=19501002
338, Heat Holders,Women's Neck Warmer, EUR 29.91,None,4.6967,https://www.macys.com/shop/product/heat-holders-womens-neck-warmer?ID=13253184
339, Lucky Brand,Oval Clover Patch Trucker Hat, EUR 36.40,None,5,https://www.macys.com/shop/product/lucky-brand-oval-clover-patch-trucker-hat?ID=15857578
340, TSD BRAND,Urban Light Zip Top Toiletry Bag, EUR 34.91,None,None,https://www.macys.com/shop/product/tsd-brand-urban-light-zip-top-toiletry-bag?ID=20388188
341, Kipling,Freedom Pencil Case, EUR 33.91,None,4,https://www.macys.com/shop/product/kipling-freedom-pencil-case?ID=17008031
342, Pendleton,Men's Solid Beanie, EUR 24.43,None,5,https://www.macys.com/shop/product/pendleton-mens-solid-beanie?ID=12131305
343, Brahmin,Leather Conditioner , EUR 19.95,None,4.9051,https://www.macys.com/shop/product/brahmin-leather-conditioner?ID=3822637
344, Kipling,Freedom Pencil Case, EUR 33.91,None,None,https://www.macys.com/shop/product/kipling-freedom-pencil-case?ID=20702947
345, I.N.C. International Concepts,"Women's Shimmer Wrap Scarf, Created for Macy's", EUR 38.40,None,2.5,https://www.macys.com/shop/product/i.n.c.-international-concepts-womens-shimmer-wrap-scarf-created-for-macys?ID=18801518
346, lonna & lilly,Gold-Tone Crystal & Glitter Tulle Bow Hair Barrette, EUR 24.93,None,None,https://www.macys.com/shop/product/lonna-lilly-gold-tone-crystal-glitter-tulle-bow-hair-barrette?ID=19105294
347, kate spade new york,Martini Geo Silk Bandana, EUR 47.87,None,5,https://www.macys.com/shop/product/kate-spade-new-york-martini-geo-silk-bandana?ID=16259126
348, Oakley,Unisex O-Frame® 2.0 PRO Snow Goggles, EUR 63.83,None,None,https://www.macys.com/shop/product/oakley-unisex-o-frame-2.0-pro-snow-goggles?ID=13175602
349, Sunday Afternoons,Rambler Hat, EUR 94.24,None,4.7273,https://www.macys.com/shop/product/sunday-afternoons-rambler-hat?ID=10234835
350, kate spade new york,NEW! Women's Embellished Beanie Hat, EUR 97.73,None,None,https://www.macys.com/shop/product/kate-spade-new-york-womens-embellished-beanie-hat?ID=19767724
351, Holiday Lane,"Gold-Tone North Pole Pin, Created for Macy's",Now  EUR 8.81,EUR 29.42,4,https://www.macys.com/shop/product/holiday-lane-gold-tone-north-pole-pin-created-for-macys?ID=18288055
352, Costa Del Mar,"Unisex Polarized Sunglasses, Clemente 6S9125", EUR 236.36,None,None,https://www.macys.com/shop/product/costa-del-mar-unisex-polarized-sunglasses-clemente-6s9125?ID=19526567
353, Sweet Peas,Toddler Girls Rose Turban, EUR 24.93,None,None,https://www.macys.com/shop/product/sweet-peas-toddler-girls-rose-turban?ID=10210115
354, Peter Grimm,Gransee Fedora, EUR 59.84,None,None,https://www.macys.com/shop/product/peter-grimm-gransee-fedora?ID=7747628
355, Epoch Hats Company,Angela & William Raffia Roll Up Brim Sun Cloche Hat, EUR 83.77,None,3.5,https://www.macys.com/shop/product/angela-william-raffia-roll-up-brim-sun-cloche-hat?ID=9481287
356, Lucky Brand,Women's Vintage Embroidered Baseball Cap, EUR 34.41,None,None,https://www.macys.com/shop/product/lucky-brand-womens-vintage-embroidered-baseball-cap?ID=17988978
357, Balenciaga,"Women's Sunglasses, BB0256S",Sale  EUR 319.13,EUR 638.26,None,https://www.macys.com/shop/product/balenciaga-womens-sunglasses-bb0256s?ID=16444265
358, Epoch Hats Company,Angela & William American Flag Cowboy Hat with Eagle, EUR 65.82,None,None,https://www.macys.com/shop/product/angela-william-american-flag-cowboy-hat-with-eagle?ID=9481292
359, kate spade new york,Women's Triangle Silk Bandana, EUR 47.87,None,None,https://www.macys.com/shop/product/kate-spade-new-york-womens-triangle-silk-bandana?ID=16659786
360, adidas,Women's Saturday 2.0 Graphic Hat, EUR 25.93,None,5,https://www.macys.com/shop/product/adidas-womens-saturday-2.0-graphic-hat?ID=16360171
361, 2028,Silver-Tone Crystal Bobby Pin Set, EUR 47.87,None,5,https://www.macys.com/shop/product/2028-silver-tone-crystal-bobby-pin-set?ID=6813605
362, Sunday Afternoons,Clear Creek Boonie Hat, EUR 65.82,None,4.6562,https://www.macys.com/shop/product/sunday-afternoons-clear-creek-boonie-hat?ID=19298064
363, Brahmin,Leather Circle Coin Purse, EUR 74.80,None,4.4,https://www.macys.com/shop/product/brahmin-leather-circle-coin-purse?ID=18159830
364, Marmot,Women's Ridgefield Ribbed Cuffed Beanie, EUR 29.92,None,3.6667,https://www.macys.com/shop/product/marmot-womens-ridgefield-ribbed-cuffed-beanie?ID=16770741
