,Product Brand,Product Name,Current Price,Old Price,Rating,Product URL
365, Sunday Afternoons,Islander, EUR 77.29,None,4.5405,https://www.macys.com/shop/product/sunday-afternoons-islander?ID=10234827
366, Epoch Hats Company,Angela & William Black American Flag Cowboy Hat with Star Studs, EUR 65.82,None,5,https://www.macys.com/shop/product/angela-william-black-american-flag-cowboy-hat-with-star-studs?ID=9481293
367, kate spade new york,Women's Imitation Pearl Chain Belt, EUR 127.65,None,None,https://www.macys.com/shop/product/kate-spade-new-york-womens-imitation-pearl-chain-belt?ID=17830247
368, Peter Grimm,Depp Fedora, EUR 39.89,None,None,https://www.macys.com/shop/product/peter-grimm-depp-fedora?ID=7747592
369, Token,Leather IPhone Case, EUR 47.87,None,None,https://www.macys.com/shop/product/token-leather-iphone-case?ID=9992093
370, Sunday Afternoons,Daydream Bucket Hat, EUR 63.33,None,4.3529,https://www.macys.com/shop/product/sunday-afternoons-daydream-bucket-hat?ID=19286129
371, MIU MIU,"NEW! Women's Sunglasses, MU 01YS", EUR 487.67,None,5,https://www.macys.com/shop/product/miu-miu-womens-sunglasses-mu-01ys?ID=19500963
372, adidas,Unisex Relaxed Logo Soccer Hat, EUR 25.93,None,4.5833,https://www.macys.com/shop/product/adidas-unisex-relaxed-logo-soccer-hat?ID=19133582
373, kate spade new york,Women's Alexander Girard Love Silk Square Bandana, EUR 87.76,None,None,https://www.macys.com/shop/product/kate-spade-new-york-womens-alexander-girard-love-silk-square-bandana?ID=16659809
374, Sunday Afternoons,Wool Felt Fedora, EUR 102.72,None,4.5938,https://www.macys.com/shop/product/sunday-afternoons-wool-felt-fedora?ID=10042195
375, PRADA,"Low Bridge Round Women's Sunglasses, PR 28ZS", EUR 515.60,None,None,https://www.macys.com/shop/product/prada-low-bridge-round-womens-sunglasses-pr-28zs?ID=16449716
376, First Impressions,"Baby Girls Headbands, Pack of 3, Created for Macy's", EUR 27.92,None,4.7317,https://www.macys.com/shop/product/first-impressions-baby-girls-headbands-pack-of-3-created-for-macys?ID=2943358
377, Peter Grimm,Depp Fedora, EUR 39.89,None,None,https://www.macys.com/shop/product/peter-grimm-depp-fedora?ID=7747593
378, Peter Grimm,Gransee Fedora, EUR 59.84,None,None,https://www.macys.com/shop/product/peter-grimm-gransee-fedora?ID=7747630
379, '47 Brand,Women's Tan Las Vegas Raiders Vibe Check Clean Up Adjustable Hat, EUR 31.90,None,None,https://www.macys.com/shop/product/47-brand-womens-tan-las-vegas-raiders-vibe-check-clean-up-adjustable-hat?ID=20714580
380, kate spade new york,Women's Acrobat Plaid Wool Square, EUR 117.68,None,None,https://www.macys.com/shop/product/kate-spade-new-york-womens-acrobat-plaid-wool-square?ID=17827508
381, Peter Grimm,Depp Fedora, EUR 39.89,None,None,https://www.macys.com/shop/product/peter-grimm-depp-fedora?ID=7747598
382, Totes,SunGuard® Auto Open Close Umbrella with NeverWet®, EUR 28.92,None,4.5,https://www.macys.com/shop/product/totes-sunguard-auto-open-close-umbrella-with-neverwet?ID=2908197
383, Manhattan Portage,Harbor Smartphone Case, EUR 87.76,None,None,https://www.macys.com/shop/product/manhattan-portage-harbor-smartphone-case?ID=10590584
384, Epoch Hats Company,Angela & William Cowboy Hat with Trim Band and Studs, EUR 65.82,None,5,https://www.macys.com/shop/product/angela-william-cowboy-hat-with-trim-band-studs?ID=9481289
385, New Era,Women's Brown New York Mets Vintage Deco 9TWENTY Adjustable Hat, EUR 31.90,None,None,https://www.macys.com/shop/product/new-era-womens-brown-new-york-mets-vintage-deco-9twenty-adjustable-hat?ID=20428945
386, kate spade new york,NEW! Women's Space Dye Marl Scarf, EUR 127.65,None,None,https://www.macys.com/shop/product/kate-spade-new-york-womens-space-dye-marl-scarf?ID=19767721
387, Peter Grimm,Depp Fedora, EUR 39.89,None,None,https://www.macys.com/shop/product/peter-grimm-depp-fedora?ID=7747610
388, kate spade new york,NEW! Women's Logo Scarf, EUR 127.65,None,None,https://www.macys.com/shop/product/kate-spade-new-york-womens-logo-scarf?ID=19767726
389, Rip Curl,Rip Juniors' Curl Mixed Straw Sun Hat, EUR 39.84,None,None,https://www.macys.com/shop/product/rip-juniors-curl-mixed-straw-sun-hat?ID=18141805
390, Marmot,Men's Summit Beanie, EUR 29.92,None,5,https://www.macys.com/shop/product/marmot-mens-summit-beanie?ID=14579788
391, Sunday Afternoons,Artist Series Trucker Cap, EUR 51.36,None,4.9778,https://www.macys.com/shop/product/sunday-afternoons-artist-series-trucker-cap?ID=10234822
392, Token,"Crosstown 11"" Laptop Sleeve", EUR 59.84,None,None,https://www.macys.com/shop/product/token-crosstown-11-laptop-sleeve?ID=9992057
393, Token,"Crosstown 11"" Laptop Sleeve", EUR 71.80,None,None,https://www.macys.com/shop/product/token-crosstown-11-laptop-sleeve?ID=9992058
394, Peter Grimm,Shoal Lifeguard Hat, EUR 49.86,None,None,https://www.macys.com/shop/product/peter-grimm-shoal-lifeguard-hat?ID=7747588
395, LensCrafters,EC2002 Unisex Square Eyeglasses, EUR 94.74,None,None,https://www.macys.com/shop/product/lenscrafters-ec2002-unisex-square-eyeglasses?ID=12361351
396, Peter Grimm,Depp Fedora, EUR 39.89,None,None,https://www.macys.com/shop/product/peter-grimm-depp-fedora?ID=7747612
397, Balenciaga,"Unisex Sunglasses, BB0277S",Now  EUR 342.07,EUR 488.67,None,https://www.macys.com/shop/product/balenciaga-unisex-sunglasses-bb0277s?ID=16444260
398, Epoch Hats Company,Stars & Stripes American Flag Cowboy Hat, EUR 59.84,None,3.6667,https://www.macys.com/shop/product/epoch-hats-company-stars-stripes-american-flag-cowboy-hat?ID=9481288
399, Epoch Hats Company,Raffia Straw Raw Edge Floppy Hat, EUR 68.81,None,5,https://www.macys.com/shop/product/epoch-hats-company-raffia-straw-raw-edge-floppy-hat?ID=9481300
400, Ray-Ban,"Unisex Polarized Sunglasses, Wayfarer RB2140", EUR 229.38,None,5,https://www.macys.com/shop/product/ray-ban-unisex-polarized-sunglasses-wayfarer-rb2140?ID=16029783
401, Sunday Afternoons,Sun Guardian, EUR 48.87,None,4.3784,https://www.macys.com/shop/product/sunday-afternoons-sun-guardian?ID=10237417
402, Frye and Co.,Southwestern Printed Scarf, EUR 77.79,None,None,https://www.macys.com/shop/product/frye-co.-southwestern-printed-scarf?ID=20227693
403, Peter Grimm,Gransee Fedora, EUR 59.84,None,None,https://www.macys.com/shop/product/peter-grimm-gransee-fedora?ID=7747631
404, Marmot,Women's Alpine Soft Mesh Trucker Hat, EUR 34.91,None,5,https://www.macys.com/shop/product/marmot-womens-alpine-soft-mesh-trucker-hat?ID=17781337
405, kate spade new york,Women's Traffic Sign Beanie, EUR 87.76,None,None,https://www.macys.com/shop/product/kate-spade-new-york-womens-traffic-sign-beanie?ID=18867537
406, Peter Grimm,Depp Fedora, EUR 39.89,None,None,https://www.macys.com/shop/product/peter-grimm-depp-fedora?ID=7747595
407, Peter Grimm,Depp Fedora, EUR 39.89,None,None,https://www.macys.com/shop/product/peter-grimm-depp-fedora?ID=7747609
408, Peter Grimm,Depp Fedora, EUR 39.89,None,None,https://www.macys.com/shop/product/peter-grimm-depp-fedora?ID=7747599
409, Token,Grand Central Waxed Travel Kit, EUR 41.89,None,None,https://www.macys.com/shop/product/token-grand-central-waxed-travel-kit?ID=9992208
410, adidas,Women's Mesh Trucker Hat, EUR 23.93,None,None,https://www.macys.com/shop/product/adidas-womens-mesh-trucker-hat?ID=17431142
411, '47 Brand,Women's White Dallas Cowboys Miata Clean Up Adjustable Hat, EUR 31.90,None,None,https://www.macys.com/shop/product/womens-white-dallas-cowboys-miata-clean-up-adjustable-hat?ID=13294596
412, Peter Grimm,Depp Fedora, EUR 39.89,None,None,https://www.macys.com/shop/product/peter-grimm-depp-fedora?ID=7747607
413, Epoch Hats Company,Cowboy Hat with Floral Trim Band and Stud, EUR 65.82,None,None,https://www.macys.com/shop/product/epoch-hats-company-cowboy-hat-with-floral-trim-band-stud?ID=9481294
414, '47 Brand,Women's Navy Dallas Cowboys Miata Clean Up Adjustable Hat, EUR 31.90,None,None,https://www.macys.com/shop/product/womens-navy-dallas-cowboys-miata-clean-up-adjustable-hat?ID=13279665
415, Epoch Hats Company,Angela & William Cowboy Hat with Eagle Badge and American Flag Band, EUR 65.82,None,None,https://www.macys.com/shop/product/angela-william-cowboy-hat-with-eagle-badge-american-flag-band?ID=9481298
416, New Era,NEW! Women's Stone San Francisco 49ers Trendy Tone Cuffed Knit Hat with Pom, EUR 34.90,None,None,https://www.macys.com/shop/product/new-era-womens-stone-san-francisco-49ers-trendy-tone-cuffed-knit-hat-with-pom?ID=18165525
417, First Impressions,Baby Girls 3 Piece Headband Set  , EUR 27.92,None,4.2,https://www.macys.com/shop/product/first-impressions-baby-girls-3-piece-headband-set?ID=8844306
418, Peter Grimm,Depp Fedora, EUR 39.89,None,None,https://www.macys.com/shop/product/peter-grimm-depp-fedora?ID=7747605
419, New Era,Women's Black Jacksonville Jaguars Core Classic Primary 9TWENTY Adjustable Hat, EUR 29.91,None,None,https://www.macys.com/shop/product/womens-black-jacksonville-jaguars-core-classic-primary-9twenty-adjustable-hat?ID=13087380
420, New Era,NEW! Women's Tan USWNT Cuffed Knit Hat with Pom, EUR 33.90,None,None,https://www.macys.com/shop/product/new-era-womens-tan-uswnt-cuffed-knit-hat-with-pom?ID=20808261
421, Heat Holders,Men's Roll Up Hats, EUR 30.92,None,4.7053,https://www.macys.com/shop/product/heat-holders-mens-roll-up-hats?ID=8778157
422, Peter Grimm,Depp Fedora, EUR 39.89,None,None,https://www.macys.com/shop/product/peter-grimm-depp-fedora?ID=7747604
423, '47 Brand,Women's Tan Los Angeles Chargers Vibe Check Clean Up Adjustable Hat, EUR 31.90,None,None,https://www.macys.com/shop/product/47-brand-womens-tan-los-angeles-chargers-vibe-check-clean-up-adjustable-hat?ID=20714581
424, Hudson Baby,"Baby Girls Hudson Cotton Headband and Scratch Mitten 6pc Set, Unicorn, 0-6 Months", EUR 15.95,None,None,https://www.macys.com/shop/product/hudson-baby-baby-girls-hudson-cotton-headband-scratch-mitten-6pc-set-unicorn-0-6-months?ID=8443152
425, Peter Grimm,Depp Fedora, EUR 39.89,None,None,https://www.macys.com/shop/product/peter-grimm-depp-fedora?ID=7747606
426, Peter Grimm,Depp Fedora, EUR 39.89,None,None,https://www.macys.com/shop/product/peter-grimm-depp-fedora?ID=7747611
427, Peter Grimm,Depp Fedora, EUR 39.89,None,None,https://www.macys.com/shop/product/peter-grimm-depp-fedora?ID=7747608
428, New Era,Women's Tan Philadelphia Union Cuffed Knit Hat with Pom, EUR 33.90,None,None,https://www.macys.com/shop/product/new-era-womens-tan-philadelphia-union-cuffed-knit-hat-with-pom?ID=20714622
429, Peter Grimm,Depp Fedora, EUR 39.89,None,None,https://www.macys.com/shop/product/peter-grimm-depp-fedora?ID=7747594
430, New Era,NEW! Women's Red Kansas City Chiefs Double Bubble Cuffed Knit Hat with Poms, EUR 31.90,None,None,https://www.macys.com/shop/product/new-era-womens-red-kansas-city-chiefs-double-bubble-cuffed-knit-hat-with-poms?ID=20808323
431, Peter Grimm,Depp Fedora, EUR 39.89,None,None,https://www.macys.com/shop/product/peter-grimm-depp-fedora?ID=7747597
432, New Era,NEW! Women's Navy New York Yankees Tonal Floral 9twenty Adjustable Hat, EUR 31.90,None,None,https://www.macys.com/shop/product/new-era-womens-navy-new-york-yankees-tonal-floral-9twenty-adjustable-hat?ID=20819642
433, Hudson Baby,"Baby Girls Hudson Cotton Headbands 5pk, Houndstooth, 0-24 Months", EUR 15.95,None,None,https://www.macys.com/shop/product/hudson-baby-baby-girls-hudson-cotton-headbands-5pk-houndstooth-0-24-months?ID=8443099
434, Peter Grimm,Depp Fedora, EUR 39.89,None,None,https://www.macys.com/shop/product/peter-grimm-depp-fedora?ID=7747600
435, New Era,Women's Gray Alabama Crimson Tide Logo 9TWENTY Adjustable Hat, EUR 27.91,None,None,https://www.macys.com/shop/product/new-era-womens-gray-alabama-crimson-tide-logo-9twenty-adjustable-hat?ID=20715055
436, New Era,NEW! Women's Navy Virginia Cavaliers Luxury Cuffed Knit Hat with Pom, EUR 33.90,None,None,https://www.macys.com/shop/product/new-era-womens-navy-virginia-cavaliers-luxurycuffed-knit-hat-with-pom?ID=20807771
437, 2028,Silver-Tone Crystal Flower Bobby Pin Set, EUR 37.90,None,5,https://www.macys.com/shop/product/2028-silver-tone-crystal-flower-bobby-pin-set?ID=6813598
438, New Era,NEW! Women's Scarlet San Francisco 49ers Double Bubble Cuffed Knit Hat with Poms, EUR 31.90,None,None,https://www.macys.com/shop/product/new-era-womens-scarlet-san-francisco-49ers-double-bubble-cuffed-knit-hat-with-poms?ID=20808320
439, '47 Brand,Women's Brown Atlanta Braves Tawny Clean Up Adjustable Hat, EUR 34.90,None,None,https://www.macys.com/shop/product/47-brand-womens-brown-atlanta-braves-tawny-clean-up-adjustable-hat?ID=20726671
440, New Era,NEW! Men's and Women's Black Dallas Wings Rebel Series 9TWENTY Adjustable Hat, EUR 27.91,None,None,https://www.macys.com/shop/product/new-era-mens-womens-black-dallas-wings-rebel-series-9twenty-adjustable-hat?ID=19513840
441, '47 Brand,NEW! Women's Brown Philadelphia Eagles Cacao Cuffed Knit Hat with Pom, EUR 33.90,None,None,https://www.macys.com/shop/product/47-brand-womens-brown-philadelphia-eagles-cacao-cuffed-knit-hat-with-pom?ID=20808220
442, Oakley,"Unisex Snow Goggles, OO7120", EUR 87.76,None,None,https://www.macys.com/shop/product/oakley-unisex-snow-goggles-oo7120?ID=13175521
443, New Era,NEW! Women's Navy Dallas Cowboys Sport Night Flair 9TWENTY Adjustable Hat, EUR 31.90,None,None,https://www.macys.com/shop/product/new-era-womens-navy-dallas-cowboys-sport-night-flair-9twenty-adjustable-hat?ID=20818276
444, New Era,NEW! Women's Blue Chelsea Team Script 9TWENTY Adjustable Hat, EUR 25.92,None,None,https://www.macys.com/shop/product/new-era-womens-blue-chelsea-team-script-9twenty-adjustable-hat?ID=20818396
445, '47 Brand,NEW! Women's Brown Pittsburgh Steelers Cacao Cuffed Knit Hat with Pom, EUR 33.90,None,None,https://www.macys.com/shop/product/47-brand-womens-brown-pittsburgh-steelers-cacao-cuffed-knit-hat-with-pom?ID=20808218
446, New Era,NEW! Women's Cream Cincinnati Bengals 2024 Sideline Cuffed Knit Hat with Pom, EUR 33.90,None,None,https://www.macys.com/shop/product/new-era-womens-cream-cincinnati-bengals-2024-sideline-cuffed-knit-hat-with-pom?ID=20807841
447, New Era,NEW! Women's Cream Miami Dolphins 2024 Sideline Cuffed Knit Hat with Pom, EUR 33.90,None,None,https://www.macys.com/shop/product/new-era-womens-cream-miami-dolphins-2024-sideline-cuffed-knit-hat-with-pom?ID=20807842
448, '47 Brand,NEW! Women's Khaki Georgia Bulldogs Barista Cuffed Knit Hat with Pom, EUR 31.90,None,None,https://www.macys.com/shop/product/47-brand-womens-khaki-georgia-bulldogs-barista-cuffed-knit-hat-with-pom?ID=20807713
449, '47 Brand,NEW! Women's Dusty Rose Dallas Cowboys Meeko Cuffed Knit Hat with Pom, EUR 33.90,None,None,https://www.macys.com/shop/product/47-brand-womens-dusty-rose-dallas-cowboys-meeko-cuffed-knit-hat-with-pom?ID=20808216
450, Fanatics,Women's Red Chicago Blackhawks Core Primary Logo Adjustable Hat, EUR 23.92,None,None,https://www.macys.com/shop/product/womens-red-chicago-blackhawks-core-primary-logo-adjustable-hat?ID=13280323
451, Oakley,"Unisex Snow Goggles, OO7121", EUR 87.76,None,None,https://www.macys.com/shop/product/oakley-unisex-snow-goggles-oo7121?ID=13175534
452, '47 Brand,NEW! Women's Cream Houston Texans Meeko Cuffed Knit Hat with Pom, EUR 33.90,None,None,https://www.macys.com/shop/product/47-brand-womens-cream-houston-texans-meeko-cuffed-knit-hat-with-pom?ID=20808312
453, Token,Waxed Woodlawn Portfolio, EUR 144.61,None,3,https://www.macys.com/shop/product/token-waxed-woodlawn-portfolio?ID=9992104
454, Peter Grimm,Depp Fedora, EUR 39.89,None,None,https://www.macys.com/shop/product/peter-grimm-depp-fedora?ID=7747596
455, '47 Brand,NEW! Women's Cream Florida State Seminoles Elsa Cuffed Knit Hat with Pom, EUR 33.90,None,None,https://www.macys.com/shop/product/47-brand-womens-cream-florida-state-seminoles-elsa-cuffed-knit-hat-with-pom?ID=20807727
456, '47 Brand,NEW! Women's Brown Kansas City Chiefs Cacao Cuffed Knit Hat with Pom, EUR 33.90,None,None,https://www.macys.com/shop/product/47-brand-womens-brown-kansas-city-chiefs-cacao-cuffed-knit-hat-with-pom?ID=20808221
457, '47 Brand,Women's Gray Philadelphia Eagles Luminance Cheer Clean Up Adjustable Hat, EUR 34.90,None,None,https://www.macys.com/shop/product/47-brand-womens-gray-philadelphia-eagles-luminance-cheer-clean-up-adjustable-hat?ID=20714597
458, '47 Brand,NEW! Women's Brown San Francisco 49ers Cacao Cuffed Knit Hat with Pom, EUR 33.90,None,None,https://www.macys.com/shop/product/47-brand-womens-brown-san-francisco-49ers-cacao-cuffed-knit-hat-with-pom?ID=20808219
459, New Era,NEW! Women's Orange Chicago Bears Main Core Classic 2.0 9TWENTY Adjustable Hat, EUR 27.91,None,None,https://www.macys.com/shop/product/new-era-womens-orange-chicago-bears-main-core-classic-2.0-9twenty-adjustable-hat?ID=19513591
460, New Era,Women's Black San Francisco 49ers Cece 9TWENTY Adjustable Hat, EUR 27.91,None,None,https://www.macys.com/shop/product/new-era-womens-black-san-francisco-49ers-cece-9twenty-adjustable-hat?ID=20714780
461, Top of the World,NEW! Women's Gray/Royal Kentucky Wildcats Becca Cuffed Knit Hat with Pom, EUR 27.91,None,None,https://www.macys.com/shop/product/top-of-the-world-womens-gray-royal-kentucky-wildcats-becca-cuffed-knit-hat-with-pom?ID=20807674
462, '47 Brand,NEW! Women's Cream Cleveland Browns Meeko Cuffed Knit Hat with Pom, EUR 33.90,None,None,https://www.macys.com/shop/product/47-brand-womens-cream-cleveland-browns-meeko-cuffed-knit-hat-with-pom?ID=20808313
463, Nike,NEW! Women's Royal New York Mets Cooperstown Club Script Adjustable Hat, EUR 29.91,None,None,https://www.macys.com/shop/product/nike-womens-royal-new-york-mets-cooperstown-club-script-adjustable-hat?ID=20918661
464, New Era,NEW! Women's Cream Cleveland Browns 2024 Sideline Cuffed Knit Hat with Pom, EUR 33.90,None,None,https://www.macys.com/shop/product/new-era-womens-cream-cleveland-browns-2024-sideline-cuffed-knit-hat-with-pom?ID=20807840
465, New Era,Women's Purple Minnesota Vikings Core Classic Primary 9TWENTY Adjustable Hat, EUR 29.91,None,None,https://www.macys.com/shop/product/womens-purple-minnesota-vikings-core-classic-primary-9twenty-adjustable-hat?ID=13088044
466, Top of the World,NEW! Women's Gray/Navy Michigan Wolverines Becca Cuffed Knit Hat with Pom, EUR 27.91,None,None,https://www.macys.com/shop/product/top-of-the-world-womens-gray-navy-michigan-wolverines-becca-cuffed-knit-hat-with-pom?ID=20807676
467, Fanatics,NEW! Women's Black Los Angeles Kings Core Adjustable Hat, EUR 23.92,None,None,https://www.macys.com/shop/product/fanatics-womens-black-los-angeles-kings-core-adjustable-hat?ID=20927884
468, New Era,NEW! Women's Stone/Navy Dallas Cowboys 2024 NFL Sideline Historic 9TWENTY Adjustable Hat, EUR 33.90,None,None,https://www.macys.com/shop/product/new-era-womens-stone-navy-dallas-cowboys-2024-nfl-sideline-historic-9twenty-adjustable-hat?ID=19511630
469, Top of the World,NEW! Women's Gray/Black Iowa Hawkeyes Becca Cuffed Knit Hat with Pom, EUR 27.91,None,None,https://www.macys.com/shop/product/top-of-the-world-womens-gray-black-iowa-hawkeyes-becca-cuffed-knit-hat-with-pom?ID=20807673
470, New Era,NEW! Women's Purple Minnesota Vikings Double Bubble Cuffed Knit Hat with Poms, EUR 31.90,None,None,https://www.macys.com/shop/product/new-era-womens-purple-minnesota-vikings-double-bubble-cuffed-knit-hat-with-poms?ID=20808324
471, Top of the World,NEW! Women's Gray/Green Michigan State Spartans Becca Cuffed Knit Hat with Pom, EUR 27.91,None,None,https://www.macys.com/shop/product/top-of-the-world-womens-gray-green-michigan-state-spartans-becca-cuffed-knit-hat-with-pom?ID=20807675
472, Fanatics,Women's Red Detroit Red Wings Core Primary Logo Adjustable Hat, EUR 23.92,None,None,https://www.macys.com/shop/product/womens-red-detroit-red-wings-core-primary-logo-adjustable-hat?ID=13280327
473, New Era,Women's Graphite Dallas Cowboys 2024 Salute To Service 9TWENTY Adjustable Hat, EUR 33.90,None,None,https://www.macys.com/shop/product/new-era-womens-graphite-dallas-cowboys-2024-salute-to-service-9twenty-adjustable-hat?ID=20429454
474, Fanatics,NEW! Women's Navy/Red New York Rangers Authentic Pro Rink Cuffed Knit Hat with Pom, EUR 31.90,None,None,https://www.macys.com/shop/product/fanatics-womens-navy-red-new-york-rangers-authentic-pro-rink-cuffed-knit-hat-with-pom?ID=20807664
475, Fanatics,Women's Black Boston Bruins Core Primary Logo Adjustable Hat, EUR 23.92,None,None,https://www.macys.com/shop/product/womens-black-boston-bruins-core-primary-logo-adjustable-hat?ID=13280328
476, New Era,NEW! Women's Red Philadelphia Phillies Tonal Floral 9twenty Adjustable Hat, EUR 31.90,None,None,https://www.macys.com/shop/product/new-era-womens-red-philadelphia-phillies-tonal-floral-9twenty-adjustable-hat?ID=20819643
477, Fanatics,Women's Kelly Green Dallas Stars Primary Logo Adjustable Hat, EUR 23.92,None,None,https://www.macys.com/shop/product/womens-kelly-green-dallas-stars-primary-logo-adjustable-hat?ID=13279628
478, '47 Brand,NEW! Women's Black Cincinnati Bengals Elsa Cuffed Knit Hat with Pom, EUR 31.90,None,None,https://www.macys.com/shop/product/47-brand-womens-black-cincinnati-bengals-elsa-cuffed-knit-hat-with-pom?ID=20808198
479, New Era,NEW! Women's Black New York Jets Main Core Classic 2.0 9TWENTY Adjustable Hat, EUR 27.91,None,None,https://www.macys.com/shop/product/new-era-womens-black-new-york-jets-main-core-classic-2.0-9twenty-adjustable-hat?ID=19513592
480, New Era,Women's Cardinal Arizona Cardinals Color Pack 9TWENTY Adjustable Hat, EUR 27.91,None,None,https://www.macys.com/shop/product/new-era-womens-cardinal-arizona-cardinals-color-pack-9twenty-adjustable-hat?ID=19513600
481, Hudson Baby,Infant Girl Headband and Socks Giftset 6pc, EUR 21.93,None,None,https://www.macys.com/shop/product/hudson-baby-infant-girl-headband-socks-giftset-6pc?ID=10398163
482, Fanatics,Women's Navy St. Louis Blues Primary Logo Adjustable Hat, EUR 23.92,None,None,https://www.macys.com/shop/product/womens-navy-st.-louis-blues-primary-logo-adjustable-hat?ID=13279623
483, Hudson Baby,Infant Girl Headband and Socks Giftset 6pc, EUR 19.94,None,None,https://www.macys.com/shop/product/hudson-baby-infant-girl-headband-socks-giftset-6pc?ID=10398142
484, Hudson Baby,Infant Girl Headband and Socks Giftset 6pc, EUR 22.93,None,5,https://www.macys.com/shop/product/hudson-baby-infant-girl-headband-socks-giftset-6pc?ID=10398124
